0
5,350.05
6,406.12
6,852.40
6,723.06
6,400.45
7,028.24
5,931.25
6,851.30
5,852.62
5,672.01
5,266.41
5,838.84
6,710.13
6,506.19
6,298.92
6,304.58
6,395.80
6,091.23
6,184.58
6,830.50
6,431.76
6,710.52
6,348.42
5,845.92
6,838.05
5,804.10
6,336.35
6,796.71
6,777.70
5,935.90
7,017.16
6,855.81
6,451.29
7,075.26
5,605.59
6,899.33
5,779.42
6,331.83
6,203.17
6,808.87
6,586.11
6,037.73
6,174.90
6,061.19
6,868.51
6,295.16
5,935.84
6,577.83
6,231.89
6,440.97
5,662.30
6,489.65
6,376.28
6,583.48
6,547.80
6,446.39
6,403.45
5,892.16
6,538.45
6,570.95
6,855.10
6,860.02
6,793.47
6,101.91
6,399.37
6,544.28
6,834.77
6,634.36
6,379.07
6,338.38
6,146.10
6,500.04
6,828.11
7,026.90
6,866.42
6,807.67
6,125.44
6,474.74
6,083.31
6,151.40
6,590.69
6,895.33
6,492.10
6,911.40
6,569.96
6,161.63
5,892.75
6,773.63
6,557.17
6,755.63
6,889.13
6,098.65
6,718.04
6,611.25
6,551.15
6,347.24
6,194.10
6,813.49
6,693.55
5,684.47
6,697.37
6,374.82
6,392.76
6,388.55
6,460.71
6,798.56
6,453.97
6,702.84
6,673.31
5,824.28
6,961.14
6,799.47
6,355.37
5,543.95
6,710.45
6,278.97
6,229.01
6,769.91
6,017.79
7,096.78
6,917.14
5,839.06
6,135.22
6,185.59
6,260.92
5,772.15
6,859.24
5,733.45
5,572.28
5,808.77
5,793.20
6,583.09
6,532.43
6,053.35
6,804.08
6,365.10
6,954.22
6,749.40
6,725.82
6,388.73
6,775.77
6,383.61
6,721.78
5,777.11
5,622.29
5,892.20
5,649.68
6,753.70
6,029.10
6,724.03
6,336.11
6,888.90
6,696.79
5,758.11
6,490.70
6,718.49
6,622.72
6,535.68
5,795.20
7,030.53
6,481.50
6,058.54
5,693.95
6,858.70
6,417.16
6,570.17
6,676.08
6,788.49
6,796.43
6,461.70
5,668.45
6,573.13
5,640.64
6,947.55
6,521.46
6,837.15
6,909.43
6,837.61
6,819.72
6,483.05
6,645.40
6,680.55
6,558.82
5,722.01
6,539.14
5,887.49
7,060.45
6,363.46
6,558.58
6,968.87
5,899.87
6,631.00
5,893.52
6,709.13
6,946.66
5,737.66
6,811.61
6,682.48
6,105.90
6,165.48
5,915.55
5,952.78
5,712.82
6,557.52
6,935.38
6,525.12
6,846.58
6,592.74
6,950.46
5,665.57
6,940.64
6,353.52
6,356.09
7,062.93
5,890.26
6,323.11
6,773.04
6,728.99
6,030.32
6,449.27
6,996.26
6,691.34
6,053.63
5,748.72
6,277.06
6,520.98
6,223.52
6,405.35
6,730.72
6,457.89
6,453.87
5,966.80
6,487.97
7,046.82
5,491.09
5,825.81
5,498.32
6,420.93
6,641.97
6,199.43
6,117.31
6,796.44
5,782.08
6,365.27
6,672.66
6,825.31
6,933.80
6,712.67
7,103.98
7,053.67
7,033.25
6,693.95
5,950.23
6,284.52
6,495.58
7,000.06
6,919.24
6,810.60
6,229.87
6,299.45
6,164.72
6,749.72
6,736.00
7,015.36
6,931.55
5,791.41
6,571.46
5,901.07
5,900.01
6,809.70
5,917.05
6,510.44
5,710.46
6,498.78
6,366.24
6,088.05
5,473.74
6,410.26
5,871.83
6,367.89
6,806.90
6,329.93
5,905.70
6,175.49
6,083.79
5,779.92
6,136.43
6,945.20
5,929.24
5,962.31
6,818.17
5,954.08
6,871.80
5,874.06
6,654.47
6,723.42
6,399.73
6,625.25
5,912.44
6,204.00
6,584.17
7,021.92
6,753.80
6,137.60
6,773.28
6,439.16
6,555.28
6,678.90
6,799.15
5,945.25
6,339.97
6,553.78
5,530.05
5,744.55
6,818.04
5,845.65
6,605.30
6,995.10
5,719.45
6,437.80
5,728.55
6,297.20
6,115.76
6,362.89
6,598.37
5,859.73
5,861.92
6,687.80
6,375.15
6,267.07
5,666.28
6,912.16
6,563.65
6,012.81
6,583.76
6,849.38
5,709.49
5,765.80
6,986.40
6,229.21
6,319.91
6,693.26
6,960.63
5,961.49
5,391.14
6,796.63
6,126.68
6,116.17
6,482.24
6,700.90
5,612.26
5,786.25
6,322.40
7,029.85
6,130.46
6,794.71
6,615.58
5,923.53
6,689.45
6,809.13
5,910.91
6,219.26
6,746.83
5,928.20
6,721.51
6,977.74
5,911.13
6,686.57
6,061.61
6,620.10
5,766.95
5,723.00
6,348.82
5,849.90
7,044.39
6,790.51
6,649.14
6,430.06
5,465.52
6,792.74
5,805.61
6,669.24
5,877.00
5,478.81
5,718.89
6,305.49
6,740.16
6,782.55
6,646.60
5,827.78
5,891.95
5,575.52
6,226.55
5,751.90
5,768.45
6,230.79
6,167.77
6,776.95
5,829.75
6,072.47
6,129.98
5,432.37
6,953.58
6,685.52
6,191.93
6,961.77
6,431.85
5,696.70
6,032.24
5,405.25
6,620.90
6,241.89
6,192.03
5,874.89
6,777.96
6,878.49
5,871.51
5,911.46
6,733.62
6,147.06
5,870.54
5,586.31
6,152.88
5,703.77
5,773.79
5,891.41
6,729.79
6,949.73
6,620.48
6,325.88
6,419.83
6,927.58
6,659.42
6,182.40
6,411.74
5,267.62
6,876.47
6,261.19
5,782.56
5,447.79
5,990.37
6,773.44
6,243.40
6,721.06
5,884.90
6,465.66
6,427.64
6,670.40
6,810.27
6,706.27
6,891.43
6,890.42
5,869.55
5,304.48
5,958.34
6,097.09
6,946.28
6,591.55
6,165.80
6,533.79
7,070.88
6,826.05
5,677.75
7,017.64
6,432.21
6,096.01
6,820.79
6,954.21
5,862.17
5,895.47
5,767.27
5,435.08
6,672.15
5,965.58
5,797.91
6,728.04
6,986.57
6,242.39
5,745.29
6,668.87
6,958.09
5,714.19
5,812.23
6,803.87
6,990.97
6,783.79
5,935.13
5,790.72
6,336.48
6,590.64
7,074.34
6,108.71
6,652.61
5,875.93
6,933.74
6,621.06
5,961.11
6,561.70
7,097.50
6,044.97
5,898.76
5,681.61
6,663.74
6,694.62
5,483.81
6,300.63
6,840.89
6,840.27
5,874.82
5,742.03
6,572.33
6,781.51
6,335.70
5,632.19
5,848.06
6,109.01
5,403.28
6,815.42
5,867.18
6,542.20
6,588.32
6,968.57
6,634.40
5,554.55
5,723.67
6,021.09
6,388.46
5,937.89
5,766.55
6,326.16
6,808.11
6,060.10
5,671.09
5,931.78
6,081.34
6,812.99
5,437.62
5,922.01
5,523.92
5,384.11
5,958.86
6,247.94
5,945.43
6,182.72
7,024.01
5,782.70
6,463.59
5,909.24
6,902.23
6,605.28
6,985.95
5,655.06
6,730.43
5,837.14
5,320.86
6,146.32
6,622.84
5,979.20
6,680.69
5,493.06
6,463.55
6,838.06
5,876.80
5,672.30
5,916.55
6,458.02
5,536.97
6,845.42
5,808.99
6,073.38
6,584.70
6,949.19
5,657.86
5,260.19
6,431.95
6,504.33
5,960.97
5,792.19
5,885.38
5,651.79
6,195.91
6,360.81
6,827.98
5,634.74
5,918.23
6,664.54
5,673.58
6,201.12
5,595.55
6,392.68
6,999.01
5,689.36
5,796.07
6,753.18
6,779.84
6,862.73
5,955.91
6,682.86
6,675.03
6,871.29
5,838.34
6,522.26
6,466.00
6,656.99
6,745.97
6,919.42
6,622.86
5,927.91
5,854.64
6,750.43
7,040.92
5,338.38
5,657.44
5,902.70
6,529.41
5,777.34
6,707.88
6,102.54
5,950.48
5,741.15
5,662.42
6,270.79
6,772.00
6,843.13
5,898.87
5,670.82
6,730.30
5,297.28
6,999.96
5,702.37
6,886.95
6,604.89
6,688.62
6,983.52
6,962.32
6,542.44
6,140.39
5,819.92
6,159.51
6,625.39
6,819.29
6,186.99
6,360.06
5,982.20
6,545.37
6,211.64
6,187.65
6,911.84
5,940.72
5,467.05
6,138.69
6,338.10
